"userid","kept","late.luck","type"
1258,TRUE,FALSE,TRUE
1259,TRUE,FALSE,FALSE
1261,TRUE,FALSE,FALSE
1262,FALSE,FALSE,TRUE
1263,TRUE,TRUE,FALSE
1265,TRUE,FALSE,FALSE
1267,FALSE,FALSE,TRUE
1268,TRUE,FALSE,TRUE
1269,TRUE,FALSE,TRUE
1270,FALSE,FALSE,TRUE
1271,TRUE,TRUE,TRUE
1273,TRUE,FALSE,TRUE
1274,TRUE,FALSE,TRUE
1275,TRUE,TRUE,FALSE
1276,FALSE,FALSE,TRUE
1277,TRUE,FALSE,TRUE
1278,TRUE,FALSE,TRUE
1279,TRUE,FALSE,TRUE
1280,TRUE,FALSE,TRUE
1281,TRUE,FALSE,TRUE
1282,FALSE,FALSE,FALSE
1283,TRUE,FALSE,FALSE
1284,TRUE,FALSE,TRUE
1285,TRUE,TRUE,TRUE
1287,TRUE,FALSE,TRUE
1294,FALSE,FALSE,TRUE
1297,TRUE,TRUE,TRUE
1298,TRUE,FALSE,TRUE
1299,TRUE,FALSE,FALSE
1300,FALSE,FALSE,FALSE
1301,FALSE,TRUE,FALSE
1304,FALSE,FALSE,TRUE
1307,TRUE,FALSE,FALSE
1309,TRUE,FALSE,FALSE
1311,TRUE,FALSE,TRUE
1313,TRUE,FALSE,TRUE
1314,TRUE,FALSE,TRUE
1315,TRUE,TRUE,TRUE
1316,TRUE,FALSE,TRUE
1318,TRUE,TRUE,TRUE
1319,TRUE,FALSE,TRUE
1320,FALSE,FALSE,TRUE
1325,FALSE,FALSE,TRUE
1327,FALSE,FALSE,TRUE
1328,TRUE,FALSE,TRUE
1331,FALSE,TRUE,FALSE
1332,TRUE,FALSE,TRUE
1333,FALSE,FALSE,TRUE
1334,TRUE,TRUE,TRUE
1335,TRUE,FALSE,TRUE
1336,TRUE,FALSE,TRUE
1338,TRUE,FALSE,TRUE
1340,TRUE,FALSE,TRUE
1342,FALSE,TRUE,FALSE
1343,TRUE,TRUE,TRUE
1344,TRUE,FALSE,TRUE
1345,TRUE,FALSE,TRUE
1346,TRUE,TRUE,TRUE
1349,TRUE,FALSE,TRUE
1350,TRUE,FALSE,TRUE
1351,TRUE,FALSE,TRUE
1352,TRUE,FALSE,FALSE
1353,TRUE,FALSE,TRUE
1354,TRUE,FALSE,TRUE
1356,TRUE,FALSE,TRUE
1357,TRUE,FALSE,TRUE
1358,TRUE,FALSE,FALSE
1359,FALSE,FALSE,TRUE
1362,FALSE,FALSE,TRUE
1363,TRUE,FALSE,TRUE
1364,TRUE,FALSE,TRUE
1366,TRUE,TRUE,TRUE
1368,TRUE,FALSE,TRUE
1369,TRUE,FALSE,TRUE
1371,TRUE,FALSE,TRUE
1372,TRUE,FALSE,TRUE
1374,TRUE,FALSE,TRUE
1375,TRUE,FALSE,TRUE
1377,TRUE,TRUE,TRUE
1378,TRUE,TRUE,TRUE
1379,TRUE,FALSE,TRUE
1380,FALSE,FALSE,FALSE
1381,FALSE,TRUE,TRUE
1382,FALSE,TRUE,TRUE
1383,TRUE,FALSE,TRUE
1384,TRUE,FALSE,TRUE
1385,FALSE,FALSE,TRUE
1386,TRUE,FALSE,TRUE
1387,TRUE,FALSE,TRUE
1388,FALSE,TRUE,TRUE
1389,FALSE,TRUE,FALSE
1390,FALSE,FALSE,TRUE
1393,FALSE,FALSE,TRUE
1394,TRUE,TRUE,TRUE
1395,TRUE,TRUE,TRUE
1396,TRUE,FALSE,TRUE
1397,TRUE,FALSE,TRUE
1399,TRUE,FALSE,TRUE
1400,TRUE,FALSE,TRUE
1401,TRUE,FALSE,TRUE
1402,TRUE,FALSE,FALSE
1403,TRUE,FALSE,TRUE
1406,TRUE,FALSE,TRUE
1407,TRUE,FALSE,TRUE
1408,TRUE,TRUE,TRUE
1409,FALSE,FALSE,TRUE
1412,FALSE,FALSE,TRUE
1413,TRUE,FALSE,FALSE
1415,FALSE,TRUE,TRUE
1418,TRUE,TRUE,TRUE
1421,TRUE,FALSE,TRUE
1422,FALSE,TRUE,FALSE
1423,FALSE,TRUE,TRUE
1424,TRUE,TRUE,TRUE
1426,TRUE,FALSE,TRUE
1428,TRUE,TRUE,FALSE
1429,FALSE,TRUE,FALSE
1431,TRUE,TRUE,TRUE
1432,FALSE,TRUE,TRUE
1433,TRUE,TRUE,TRUE
1436,TRUE,FALSE,TRUE
1438,TRUE,FALSE,TRUE
1439,TRUE,FALSE,TRUE
1441,TRUE,FALSE,TRUE
1442,TRUE,FALSE,TRUE
1444,TRUE,FALSE,TRUE
1446,FALSE,FALSE,TRUE
1447,TRUE,FALSE,TRUE
1448,TRUE,FALSE,TRUE
1449,TRUE,FALSE,TRUE
1451,TRUE,TRUE,FALSE
1452,FALSE,FALSE,TRUE
1454,FALSE,FALSE,FALSE
1457,TRUE,FALSE,TRUE
1458,TRUE,TRUE,TRUE
1459,TRUE,FALSE,TRUE
1460,TRUE,FALSE,TRUE
1462,TRUE,TRUE,TRUE
1463,TRUE,FALSE,TRUE
1464,TRUE,FALSE,TRUE
1465,TRUE,FALSE,TRUE
1466,TRUE,FALSE,TRUE
1469,FALSE,FALSE,FALSE
1470,TRUE,FALSE,FALSE
1471,TRUE,TRUE,TRUE
1472,FALSE,FALSE,TRUE
1473,TRUE,FALSE,TRUE
1474,FALSE,FALSE,TRUE
1475,TRUE,FALSE,TRUE
1476,TRUE,TRUE,TRUE
1478,TRUE,FALSE,TRUE
1479,FALSE,FALSE,TRUE
1480,TRUE,FALSE,TRUE
1481,TRUE,TRUE,TRUE
1484,TRUE,TRUE,TRUE
1485,TRUE,FALSE,TRUE
1486,TRUE,TRUE,TRUE
1488,FALSE,FALSE,FALSE
1489,TRUE,TRUE,TRUE
1491,TRUE,FALSE,TRUE
1493,TRUE,FALSE,TRUE
1495,TRUE,TRUE,TRUE
1496,TRUE,FALSE,TRUE
1498,TRUE,FALSE,TRUE
1499,TRUE,FALSE,FALSE
1500,TRUE,FALSE,TRUE
1501,TRUE,TRUE,TRUE
1502,FALSE,FALSE,FALSE
1505,FALSE,FALSE,TRUE
1507,TRUE,FALSE,TRUE
1509,TRUE,FALSE,FALSE
1510,TRUE,FALSE,TRUE
1511,TRUE,TRUE,TRUE
1512,FALSE,FALSE,TRUE
1514,TRUE,TRUE,TRUE
1515,TRUE,FALSE,TRUE
1516,FALSE,FALSE,TRUE
1517,TRUE,FALSE,TRUE
1521,TRUE,FALSE,TRUE
